Notes,Race,Race Code,Cancer Sites,Cancer Sites Code,Age Groups,Age Groups Code,Sex,Sex Code,Count
,American Indian or Alaska Native,1002-5,Colon and Rectum,21041-21052,70-74 years,70-74,Male,M,1370
,American Indian or Alaska Native,1002-5,Colon and Rectum,21041-21052,75-79 years,75-79,Female,F,1049
,American Indian or Alaska Native,1002-5,Colon and Rectum,21041-21052,75-79 years,75-79,Male,M,1026
,American Indian or Alaska Native,1002-5,Colon and Rectum,21041-21052,80-84 years,80-84,Female,F,759
,American Indian or Alaska Native,1002-5,Colon and Rectum,21041-21052,80-84 years,80-84,Male,M,716
,American Indian or Alaska Native,1002-5,Colon and Rectum,21041-21052,85+ years,85,Female,F,698
,American Indian or Alaska Native,1002-5,Colon and Rectum,21041-21052,85+ years,85,Male,M,434
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,15-19 years,15-19,Female,F,17
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,20-24 years,20-24,Female,F,28
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,20-24 years,20-24,Male,M,29
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,25-29 years,25-29,Female,F,50
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,25-29 years,25-29,Male,M,52
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,30-34 years,30-34,Female,F,96
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,30-34 years,30-34,Male,M,85
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,35-39 years,35-39,Female,F,182
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,35-39 years,35-39,Male,M,154
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,40-44 years,40-44,Female,F,289
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,40-44 years,40-44,Male,M,232
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,45-49 years,45-49,Female,F,454
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,45-49 years,45-49,Male,M,455
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,50-54 years,50-54,Female,F,739
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,50-54 years,50-54,Male,M,781
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,55-59 years,55-59,Female,F,755
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,55-59 years,55-59,Male,M,896
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,60-64 years,60-64,Female,F,1005
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,60-64 years,60-64,Male,M,1117
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,65-69 years,65-69,Female,F,967
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,65-69 years,65-69,Male,M,1050
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,70-74 years,70-74,Female,F,981
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,70-74 years,70-74,Male,M,960
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,75-79 years,75-79,Female,F,822
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,75-79 years,75-79,Male,M,744
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,80-84 years,80-84,Female,F,591
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,80-84 years,80-84,Male,M,538
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,85+ years,85,Female,F,565
,American Indian or Alaska Native,1002-5,Colon excluding Rectum,21041-21049,85+ years,85,Male,M,336
,American Indian or Alaska Native,1002-5,Cecum,21041,35-39 years,35-39,Female,F,16
,American Indian or Alaska Native,1002-5,Cecum,21041,35-39 years,35-39,Male,M,22
,American Indian or Alaska Native,1002-5,Cecum,21041,40-44 years,40-44,Female,F,27
,American Indian or Alaska Native,1002-5,Cecum,21041,40-44 years,40-44,Male,M,31
,American Indian or Alaska Native,1002-5,Cecum,21041,45-49 years,45-49,Female,F,65
,American Indian or Alaska Native,1002-5,Cecum,21041,45-49 years,45-49,Male,M,66
,American Indian or Alaska Native,1002-5,Cecum,21041,50-54 years,50-54,Female,F,127
,American Indian or Alaska Native,1002-5,Cecum,21041,50-54 years,50-54,Male,M,122
,American Indian or Alaska Native,1002-5,Cecum,21041,55-59 years,55-59,Female,F,155
,American Indian or Alaska Native,1002-5,Cecum,21041,55-59 years,55-59,Male,M,162
,American Indian or Alaska Native,1002-5,Cecum,21041,60-64 years,60-64,Female,F,222
,American Indian or Alaska Native,1002-5,Cecum,21041,60-64 years,60-64,Male,M,181
,American Indian or Alaska Native,1002-5,Cecum,21041,65-69 years,65-69,Female,F,233
,American Indian or Alaska Native,1002-5,Cecum,21041,65-69 years,65-69,Male,M,169
,American Indian or Alaska Native,1002-5,Cecum,21041,70-74 years,70-74,Female,F,243
,American Indian or Alaska Native,1002-5,Cecum,21041,70-74 years,70-74,Male,M,192
,American Indian or Alaska Native,1002-5,Cecum,21041,75-79 years,75-79,Female,F,229
,American Indian or Alaska Native,1002-5,Cecum,21041,75-79 years,75-79,Male,M,148
,American Indian or Alaska Native,1002-5,Cecum,21041,80-84 years,80-84,Female,F,163
,American Indian or Alaska Native,1002-5,Cecum,21041,80-84 years,80-84,Male,M,128
,American Indian or Alaska Native,1002-5,Cecum,21041,85+ years,85,Female,F,135
,American Indian or Alaska Native,1002-5,Cecum,21041,85+ years,85,Male,M,64
,American Indian or Alaska Native,1002-5,Appendix,21042,25-29 years,25-29,Female,F,17
,American Indian or Alaska Native,1002-5,Appendix,21042,30-34 years,30-34,Female,F,23
,American Indian or Alaska Native,1002-5,Appendix,21042,35-39 years,35-39,Female,F,22
,American Indian or Alaska Native,1002-5,Appendix,21042,35-39 years,35-39,Male,M,16
,American Indian or Alaska Native,1002-5,Appendix,21042,40-44 years,40-44,Female,F,26
,American Indian or Alaska Native,1002-5,Appendix,21042,45-49 years,45-49,Female,F,31
,American Indian or Alaska Native,1002-5,Appendix,21042,45-49 years,45-49,Male,M,23
,American Indian or Alaska Native,1002-5,Appendix,21042,50-54 years,50-54,Female,F,44
,American Indian or Alaska Native,1002-5,Appendix,21042,50-54 years,50-54,Male,M,21
,American Indian or Alaska Native,1002-5,Appendix,21042,55-59 years,55-59,Female,F,21
,American Indian or Alaska Native,1002-5,Appendix,21042,55-59 years,55-59,Male,M,22
,American Indian or Alaska Native,1002-5,Appendix,21042,60-64 years,60-64,Female,F,31
,American Indian or Alaska Native,1002-5,Appendix,21042,60-64 years,60-64,Male,M,29
,American Indian or Alaska Native,1002-5,Appendix,21042,65-69 years,65-69,Female,F,16
,American Indian or Alaska Native,1002-5,Appendix,21042,65-69 years,65-69,Male,M,24
,American Indian or Alaska Native,1002-5,Appendix,21042,70-74 years,70-74,Female,F,21
,American Indian or Alaska Native,1002-5,Appendix,21042,70-74 years,70-74,Male,M,24
,American Indian or Alaska Native,1002-5,Appendix,21042,75-79 years,75-79,Female,F,17
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,35-39 years,35-39,Female,F,20
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,40-44 years,40-44,Female,F,18
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,40-44 years,40-44,Male,M,36
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,45-49 years,45-49,Female,F,40
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,45-49 years,45-49,Male,M,56
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,50-54 years,50-54,Female,F,85
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,50-54 years,50-54,Male,M,75
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,55-59 years,55-59,Female,F,114
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,55-59 years,55-59,Male,M,127
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,60-64 years,60-64,Female,F,187
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,60-64 years,60-64,Male,M,145
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,65-69 years,65-69,Female,F,198
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,65-69 years,65-69,Male,M,185
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,70-74 years,70-74,Female,F,206
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,70-74 years,70-74,Male,M,159
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,75-79 years,75-79,Female,F,156
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,75-79 years,75-79,Male,M,149
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,80-84 years,80-84,Female,F,110
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,80-84 years,80-84,Male,M,92
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,85+ years,85,Female,F,104
,American Indian or Alaska Native,1002-5,Ascending Colon,21043,85+ years,85,Male,M,62
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,50-54 years,50-54,Female,F,25
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,50-54 years,50-54,Male,M,29
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,55-59 years,55-59,Female,F,21
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,55-59 years,55-59,Male,M,35
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,60-64 years,60-64,Female,F,51
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,60-64 years,60-64,Male,M,59
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,65-69 years,65-69,Female,F,44
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,65-69 years,65-69,Male,M,47
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,70-74 years,70-74,Female,F,52
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,70-74 years,70-74,Male,M,47
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,75-79 years,75-79,Female,F,36
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,75-79 years,75-79,Male,M,49
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,80-84 years,80-84,Female,F,24
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,80-84 years,80-84,Male,M,22
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,85+ years,85,Female,F,28
,American Indian or Alaska Native,1002-5,Hepatic Flexure,21044,85+ years,85,Male,M,19
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,35-39 years,35-39,Female,F,19
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,40-44 years,40-44,Female,F,28
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,40-44 years,40-44,Male,M,20
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,45-49 years,45-49,Female,F,30
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,45-49 years,45-49,Male,M,41
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,50-54 years,50-54,Female,F,53
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,50-54 years,50-54,Male,M,53
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,55-59 years,55-59,Female,F,64
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,55-59 years,55-59,Male,M,61
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,60-64 years,60-64,Female,F,74
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,60-64 years,60-64,Male,M,77
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,65-69 years,65-69,Female,F,85
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,65-69 years,65-69,Male,M,73
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,70-74 years,70-74,Female,F,101
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,70-74 years,70-74,Male,M,92
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,75-79 years,75-79,Female,F,75
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,75-79 years,75-79,Male,M,65
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,80-84 years,80-84,Female,F,76
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,80-84 years,80-84,Male,M,57
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,85+ years,85,Female,F,62
,American Indian or Alaska Native,1002-5,Transverse Colon,21045,85+ years,85,Male,M,22
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,45-49 years,45-49,Male,M,17
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,50-54 years,50-54,Female,F,19
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,50-54 years,50-54,Male,M,27
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,55-59 years,55-59,Female,F,23
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,55-59 years,55-59,Male,M,25
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,60-64 years,60-64,Female,F,26
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,60-64 years,60-64,Male,M,38
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,65-69 years,65-69,Female,F,30
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,65-69 years,65-69,Male,M,24
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,70-74 years,70-74,Female,F,20
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,70-74 years,70-74,Male,M,31
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,75-79 years,75-79,Female,F,23
,American Indian or Alaska Native,1002-5,Splenic Flexure,21046,75-79 years,75-79,Male,M,19
,American Indian or Alaska Native,1002-5,Descending Colon,21047,40-44 years,40-44,Female,F,25
,American Indian or Alaska Native,1002-5,Descending Colon,21047,45-49 years,45-49,Female,F,27
,American Indian or Alaska Native,1002-5,Descending Colon,21047,45-49 years,45-49,Male,M,23
,American Indian or Alaska Native,1002-5,Descending Colon,21047,50-54 years,50-54,Female,F,49
,American Indian or Alaska Native,1002-5,Descending Colon,21047,50-54 years,50-54,Male,M,47
,American Indian or Alaska Native,1002-5,Descending Colon,21047,55-59 years,55-59,Female,F,37
,American Indian or Alaska Native,1002-5,Descending Colon,21047,55-59 years,55-59,Male,M,51
,American Indian or Alaska Native,1002-5,Descending Colon,21047,60-64 years,60-64,Female,F,54
,American Indian or Alaska Native,1002-5,Descending Colon,21047,60-64 years,60-64,Male,M,60
,American Indian or Alaska Native,1002-5,Descending Colon,21047,65-69 years,65-69,Female,F,39
,American Indian or Alaska Native,1002-5,Descending Colon,21047,65-69 years,65-69,Male,M,58
,American Indian or Alaska Native,1002-5,Descending Colon,21047,70-74 years,70-74,Female,F,39
,American Indian or Alaska Native,1002-5,Descending Colon,21047,70-74 years,70-74,Male,M,42
,American Indian or Alaska Native,1002-5,Descending Colon,21047,75-79 years,75-79,Female,F,39
,American Indian or Alaska Native,1002-5,Descending Colon,21047,75-79 years,75-79,Male,M,42
,American Indian or Alaska Native,1002-5,Descending Colon,21047,80-84 years,80-84,Female,F,30
,American Indian or Alaska Native,1002-5,Descending Colon,21047,80-84 years,80-84,Male,M,25
,American Indian or Alaska Native,1002-5,Descending Colon,21047,85+ years,85,Female,F,24
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,25-29 years,25-29,Male,M,18
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,30-34 years,30-34,Female,F,27
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,30-34 years,30-34,Male,M,29
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,35-39 years,35-39,Female,F,66
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,35-39 years,35-39,Male,M,51
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,40-44 years,40-44,Female,F,127
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,40-44 years,40-44,Male,M,81
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,45-49 years,45-49,Female,F,209
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,45-49 years,45-49,Male,M,179
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,50-54 years,50-54,Female,F,271
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,50-54 years,50-54,Male,M,337
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,55-59 years,55-59,Female,F,243
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,55-59 years,55-59,Male,M,324
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,60-64 years,60-64,Female,F,275
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,60-64 years,60-64,Male,M,401
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,65-69 years,65-69,Female,F,243
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,65-69 years,65-69,Male,M,338
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,70-74 years,70-74,Female,F,211
,American Indian or Alaska Native,1002-5,Sigmoid Colon,21048,70-74 years,70-74,Male,M,268
